STN,YYYYMMDD,TG,SQ,Q,date,day_nr
380,20030413,12.5,113,20240000,2003-04-13,103
380,20030414,14.700000000000001,113,21350000,2003-04-14,104
380,20030415,17.0,126,22710000,2003-04-15,105
380,20030416,17.3,128,22420000,2003-04-16,106
380,20030417,15.9,128,22410000,2003-04-17,107
380,20030418,12.200000000000001,124,22560000,2003-04-18,108
380,20030419,6.300000000000001,26,7530000,2003-04-19,109
380,20030420,10.100000000000001,80,15880000,2003-04-20,110
380,20030421,15.0,95,20680000,2003-04-21,111
380,20030422,13.100000000000001,51,15210000,2003-04-22,112
380,20030423,12.700000000000001,119,21990000,2003-04-23,113
380,20030424,15.8,97,20790000,2003-04-24,114
380,20030425,17.5,30,11170000,2003-04-25,115
380,20030426,13.200000000000001,0,3670000,2003-04-26,116
380,20030427,12.0,23,10020000,2003-04-27,117
380,20030428,16.7,29,13140000,2003-04-28,118
380,20030429,14.8,93,19770000,2003-04-29,119
380,20030430,12.4,8,5630000,2003-04-30,120
380,20030501,11.8,72,15310000,2003-05-01,121
380,20030502,13.5,32,12980000,2003-05-02,122
380,20030503,12.0,90,19400000,2003-05-03,123
380,20030504,16.6,126,26640000,2003-05-04,124
380,20030505,18.0,66,18980000,2003-05-05,125
380,20030506,11.5,1,5990000,2003-05-06,126
380,20030507,12.9,136,26130000,2003-05-07,127
380,20030508,15.200000000000001,83,21340000,2003-05-08,128
380,20030509,12.600000000000001,4,6690000,2003-05-09,129
380,20030510,12.200000000000001,96,22720000,2003-05-10,130
380,20030511,14.4,89,21510000,2003-05-11,131
380,20030512,13.0,50,17610000,2003-05-12,132
380,20030513,8.6,56,15150000,2003-05-13,133
380,20030514,8.200000000000001,48,14560000,2003-05-14,134
380,20030515,8.9,64,16420000,2003-05-15,135
380,20030516,12.200000000000001,109,24110000,2003-05-16,136
380,20030517,14.0,34,13470000,2003-05-17,137
380,20030518,14.100000000000001,42,15520000,2003-05-18,138
380,20030519,12.4,17,8190000,2003-05-19,139
380,20030520,11.600000000000001,69,18000000,2003-05-20,140
380,20030521,12.100000000000001,28,13760000,2003-05-21,141
380,20030522,13.700000000000001,3,4380000,2003-05-22,142
380,20030523,14.8,15,10780000,2003-05-23,143
380,20030524,14.0,0,5950000,2003-05-24,144
380,20030525,12.8,41,15310000,2003-05-25,145
380,20030526,14.4,129,26050000,2003-05-26,146
380,20030527,17.1,51,20810000,2003-05-27,147
380,20030528,18.6,106,23360000,2003-05-28,148
380,20030529,19.6,141,27210000,2003-05-29,149
380,20030530,21.0,87,23310000,2003-05-30,150
380,20030531,21.1,82,22030000,2003-05-31,151
380,20030601,22.200000000000003,133,26230000,2003-06-01,152
380,20030602,20.5,60,17400000,2003-06-02,153
380,20030603,20.5,64,20310000,2003-06-03,154
380,20030604,22.900000000000002,94,23440000,2003-06-04,155
380,20030605,18.0,51,12500000,2003-06-05,156
380,20030606,19.3,131,26840000,2003-06-06,157
380,20030607,22.5,129,25780000,2003-06-07,158
380,20030608,19.700000000000003,68,16330000,2003-06-08,159
380,20030609,16.5,146,28100000,2003-06-09,160
380,20030610,20.8,34,14150000,2003-06-10,161
380,20030611,19.900000000000002,101,25550000,2003-06-11,162
380,20030612,21.1,71,20170000,2003-06-12,163
380,20030613,19.5,143,29190000,2003-06-13,164
380,20030614,17.8,60,17530000,2003-06-14,165
380,20030615,18.400000000000002,130,27480000,2003-06-15,166
380,20030616,19.3,144,28900000,2003-06-16,167
380,20030617,21.0,80,22950000,2003-06-17,168
380,20030618,18.5,30,14180000,2003-06-18,169
380,20030619,18.3,11,10270000,2003-06-19,170
380,20030620,16.8,122,25200000,2003-06-20,171
380,20030621,16.2,132,26510000,2003-06-21,172
380,20030622,20.6,63,19310000,2003-06-22,173
380,20030623,21.3,69,21620000,2003-06-23,174
380,20030624,17.400000000000002,91,22320000,2003-06-24,175
380,20030625,17.3,126,27910000,2003-06-25,176
380,20030626,19.0,105,25240000,2003-06-26,177
380,20030627,20.0,58,21400000,2003-06-27,178
380,20030628,18.5,52,15870000,2003-06-28,179
380,20030629,19.900000000000002,129,27830000,2003-06-29,180
380,20030630,18.3,24,9410000,2003-06-30,181
380,20030701,16.3,64,17390000,2003-07-01,182
380,20030702,15.5,27,13880000,2003-07-02,183
380,20030703,15.0,8,10610000,2003-07-03,184
380,20030704,15.200000000000001,8,9100000,2003-07-04,185
380,20030705,15.8,4,8450000,2003-07-05,186
380,20030706,16.1,50,18780000,2003-07-06,187
380,20030707,18.5,42,17840000,2003-07-07,188
380,20030708,18.5,88,23890000,2003-07-08,189
380,20030709,18.400000000000002,46,15110000,2003-07-09,190
380,20030710,19.8,149,28460000,2003-07-10,191
380,20030711,20.700000000000003,66,20890000,2003-07-11,192
380,20030712,17.400000000000002,80,21950000,2003-07-12,193
380,20030713,19.6,147,28490000,2003-07-13,194
380,20030714,21.900000000000002,150,28960000,2003-07-14,195
380,20030715,25.3,150,28370000,2003-07-15,196
380,20030716,25.900000000000002,121,24430000,2003-07-16,197
380,20030717,19.200000000000003,22,9120000,2003-07-17,198
380,20030718,21.8,111,23660000,2003-07-18,199
380,20030719,24.900000000000002,145,27640000,2003-07-19,200
380,20030720,23.700000000000003,70,19840000,2003-07-20,201
380,20030721,22.900000000000002,63,20160000,2003-07-21,202
380,20030722,21.400000000000002,111,25310000,2003-07-22,203
380,20030723,21.400000000000002,62,21160000,2003-07-23,204
380,20030724,18.900000000000002,44,13940000,2003-07-24,205
380,20030725,19.6,72,18860000,2003-07-25,206
380,20030726,19.200000000000003,35,14620000,2003-07-26,207
380,20030727,19.900000000000002,47,17370000,2003-07-27,208
380,20030728,18.1,108,22800000,2003-07-28,209
380,20030729,20.1,112,22910000,2003-07-29,210
380,20030730,18.3,26,9340000,2003-07-30,211
380,20030731,19.700000000000003,107,24160000,2003-07-31,212
380,20030801,22.200000000000003,120,23950000,2003-08-01,213
380,20030802,23.3,122,24310000,2003-08-02,214
380,20030803,24.1,126,24520000,2003-08-03,215
380,20030804,24.700000000000003,129,23870000,2003-08-04,216
380,20030805,24.1,125,22240000,2003-08-05,217
380,20030806,27.0,119,22940000,2003-08-06,218
380,20030807,26.6,42,13750000,2003-08-07,219
380,20030808,26.5,123,21610000,2003-08-08,220
380,20030809,24.1,112,22220000,2003-08-09,221
380,20030810,24.1,121,22970000,2003-08-10,222
380,20030811,25.400000000000002,107,21540000,2003-08-11,223
380,20030812,28.8,101,21020000,2003-08-12,224
380,20030813,24.0,96,21430000,2003-08-13,225
380,20030814,19.3,65,15110000,2003-08-14,226
380,20030815,17.8,119,21910000,2003-08-15,227
380,20030816,18.3,109,21320000,2003-08-16,228
380,20030817,18.1,1,4870000,2003-08-17,229
380,20030818,18.7,0,4510000,2003-08-18,230
380,20030819,19.200000000000003,58,17020000,2003-08-19,231
380,20030820,18.6,109,22050000,2003-08-20,232
380,20030821,18.400000000000002,108,19890000,2003-08-21,233
380,20030822,18.7,8,10240000,2003-08-22,234
380,20030823,19.8,31,13210000,2003-08-23,235
380,20030824,17.5,101,21290000,2003-08-24,236
380,20030825,18.6,80,17940000,2003-08-25,237
380,20030826,17.8,66,16150000,2003-08-26,238
380,20030827,15.600000000000001,17,7340000,2003-08-27,239
380,20030828,15.8,38,12140000,2003-08-28,240
380,20030829,13.9,5,2470000,2003-08-29,241
380,20030830,14.4,61,13520000,2003-08-30,242
380,20030831,13.100000000000001,66,14850000,2003-08-31,243
380,20030901,13.0,31,11140000,2003-09-01,244
380,20030902,13.5,74,15010000,2003-09-02,245
380,20030903,14.200000000000001,112,18640000,2003-09-03,246
380,20030904,16.0,111,19550000,2003-09-04,247
380,20030905,18.7,91,17220000,2003-09-05,248
380,20030906,17.6,30,9580000,2003-09-06,249
380,20030907,16.6,37,13120000,2003-09-07,250
380,20030908,15.3,47,10780000,2003-09-08,251
380,20030909,14.8,82,15030000,2003-09-09,252
380,20030910,13.200000000000001,0,3540000,2003-09-10,253
380,20030911,14.0,78,11200000,2003-09-11,254
380,20030912,14.200000000000001,20,7800000,2003-09-12,255
380,20030913,13.4,90,15770000,2003-09-13,256
380,20030914,14.8,116,18310000,2003-09-14,257
380,20030915,16.900000000000002,104,16990000,2003-09-15,258
380,20030916,16.900000000000002,83,14710000,2003-09-16,259
380,20030917,18.0,98,15820000,2003-09-17,260
380,20030918,20.200000000000003,111,16550000,2003-09-18,261
380,20030919,21.0,102,15970000,2003-09-19,262
380,20030920,21.900000000000002,100,15910000,2003-09-20,263
380,20030921,21.200000000000003,100,14990000,2003-09-21,264
380,20030922,21.5,98,14390000,2003-09-22,265
380,20030923,10.5,19,6060000,2003-09-23,266
380,20030924,9.600000000000001,91,13770000,2003-09-24,267
380,20030925,11.700000000000001,97,14940000,2003-09-25,268
380,20030926,13.600000000000001,80,13480000,2003-09-26,269
380,20030927,13.3,17,6140000,2003-09-27,270
380,20030928,14.100000000000001,35,9280000,2003-09-28,271
380,20030929,11.3,39,9140000,2003-09-29,272
380,20030930,12.100000000000001,99,13200000,2003-09-30,273
380,20031001,11.5,7,3920000,2003-10-01,274
380,20031002,14.600000000000001,37,6620000,2003-10-02,275
380,20031003,14.700000000000001,0,2120000,2003-10-03,276
380,20031004,11.200000000000001,25,6440000,2003-10-04,277
380,20031005,8.700000000000001,66,9650000,2003-10-05,278
380,20031006,8.200000000000001,3,2120000,2003-10-06,279
380,20031007,8.200000000000001,23,4990000,2003-10-07,280
380,20031008,9.8,18,5380000,2003-10-08,281
380,20031009,12.5,6,4040000,2003-10-09,282
380,20031010,13.8,6,2500000,2003-10-10,283
380,20031011,11.8,20,6890000,2003-10-11,284
380,20031012,9.5,98,11610000,2003-10-12,285
380,20031013,8.9,77,10220000,2003-10-13,286
380,20031014,8.3,86,10870000,2003-10-14,287
380,20031015,7.1000000000000005,97,11840000,2003-10-15,288
380,20031016,6.7,97,11300000,2003-10-16,289
380,20031017,6.300000000000001,95,11330000,2003-10-17,290
380,20031018,5.4,91,10690000,2003-10-18,291
380,20031019,4.7,67,9320000,2003-10-19,292
380,20031020,4.7,39,7370000,2003-10-20,293
380,20031021,5.4,7,3130000,2003-10-21,294
380,20031022,4.6000000000000005,40,7060000,2003-10-22,295
380,20031023,2.1,60,8090000,2003-10-23,296
380,20031024,0.8,15,3870000,2003-10-24,297
380,20031025,4.800000000000001,14,2990000,2003-10-25,298
380,20031026,5.6000000000000005,2,2690000,2003-10-26,299
380,20031027,3.2,20,4150000,2003-10-27,300
380,20031028,3.4000000000000004,86,8780000,2003-10-28,301
380,20031029,4.6000000000000005,50,7010000,2003-10-29,302
380,20031030,6.2,1,2450000,2003-10-30,303
380,20031031,8.5,0,1320000,2003-10-31,304
380,20031101,8.8,0,2080000,2003-11-01,305
380,20031102,9.4,10,4220000,2003-11-02,306
380,20031103,11.600000000000001,34,4380000,2003-11-03,307
380,20031104,9.0,64,5860000,2003-11-04,308
380,20031105,8.0,87,7580000,2003-11-05,309
380,20031106,7.6000000000000005,83,7170000,2003-11-06,310
380,20031107,6.300000000000001,82,6790000,2003-11-07,311
380,20031108,6.300000000000001,46,5090000,2003-11-08,312
380,20031109,7.5,54,5920000,2003-11-09,313
380,20031110,9.1,42,4620000,2003-11-10,314
380,20031111,3.3000000000000003,76,6190000,2003-11-11,315
380,20031112,5.1000000000000005,58,5390000,2003-11-12,316
380,20031113,8.200000000000001,66,5670000,2003-11-13,317
380,20031114,6.300000000000001,0,1790000,2003-11-14,318
380,20031115,7.0,59,5250000,2003-11-15,319
380,20031116,5.300000000000001,0,900000,2003-11-16,320
380,20031117,6.6000000000000005,2,2660000,2003-11-17,321
380,20031118,10.5,0,880000,2003-11-18,322
380,20031119,11.9,0,1110000,2003-11-19,323
380,20031120,9.600000000000001,0,1230000,2003-11-20,324
380,20031121,9.600000000000001,12,2910000,2003-11-21,325
380,20031122,13.100000000000001,19,2460000,2003-11-22,326
380,20031123,13.600000000000001,3,1500000,2003-11-23,327
380,20031124,13.0,15,2470000,2003-11-24,328
380,20031125,8.0,5,1640000,2003-11-25,329
380,20031126,8.5,23,2730000,2003-11-26,330
380,20031127,6.2,12,2000000,2003-11-27,331
380,20031128,3.9000000000000004,10,2260000,2003-11-28,332
380,20031129,3.9000000000000004,49,4000000,2003-11-29,333
380,20031130,7.6000000000000005,2,1160000,2003-11-30,334
380,20031201,11.100000000000001,10,2450000,2003-12-01,335
380,20031202,7.300000000000001,11,2330000,2003-12-02,336
380,20031203,6.1000000000000005,15,2480000,2003-12-03,337
380,20031204,4.6000000000000005,0,390000,2003-12-04,338
380,20031205,4.1000000000000005,0,650000,2003-12-05,339
380,20031206,2.5,13,2280000,2003-12-06,340
380,20031207,-1.6,70,4560000,2003-12-07,341
380,20031208,-0.8,70,4440000,2003-12-08,342
380,20031209,-0.6000000000000001,66,4290000,2003-12-09,343
380,20031210,-0.9,66,3970000,2003-12-10,344
380,20031211,2.7,0,1130000,2003-12-11,345
380,20031212,5.4,8,2420000,2003-12-12,346
380,20031213,11.0,0,230000,2003-12-13,347
380,20031214,6.7,5,1790000,2003-12-14,348
380,20031215,2.9000000000000004,29,2650000,2003-12-15,349
380,20031216,4.4,2,1470000,2003-12-16,350
380,20031217,3.3000000000000003,26,2470000,2003-12-17,351
380,20031218,3.0,65,3980000,2003-12-18,352
380,20031219,5.5,41,2730000,2003-12-19,353
380,20031220,8.9,0,960000,2003-12-20,354
380,20031221,4.9,0,580000,2003-12-21,355
380,20031222,0.7000000000000001,29,2770000,2003-12-22,356
380,20031223,0.7000000000000001,0,680000,2003-12-23,357
380,20031224,3.0,27,2470000,2003-12-24,358
380,20031225,6.5,0,600000,2003-12-25,359
380,20031226,6.9,11,2180000,2003-12-26,360
380,20031227,6.6000000000000005,18,2110000,2003-12-27,361
380,20031228,6.1000000000000005,0,920000,2003-12-28,362
380,20031229,2.1,33,2670000,2003-12-29,363
380,20031230,0.7000000000000001,67,4190000,2003-12-30,364
380,20031231,1.1,26,2430000,2003-12-31,365
